FL_DATE,ORIGIN,DEST,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY,AIR_TIME,DISTANCE
20161201,SEA,LAX,2139,72,2359,43,109,954
20161201,ORD,TUS,0951,-4,1233,-9,201,1437
20161201,BOS,MIA,1232,90,1612,92,191,1258
20161201,MIA,BOS,0656,-4,0938,-31,147,1258
20161201,ORD,TPA,0851,-4,1235,3,137,1012
20161201,TPA,MIA,1322,-1,1417,-12,35,204
20161201,DEN,MIA,1117,-4,1723,13,198,1709
20161201,ORD,CLT,0524,-6,0816,-12,84,599
20161201,CLT,RSW,0951,-4,1205,6,97,600
20161201,CLT,ATL,2236,11,2349,10,41,226
20161201,JFK,CLT,1925,26,2148,39,92,541
20161201,CLT,MSP,1449,-1,1630,-7,136,930
20161201,PIT,CLT,1201,-8,1342,0,69,366
20161201,PHX,PHL,0945,90,1544,69,211,2075
20161201,CLT,MCO,2333,78,0114,81,72,468
20161201,CLT,ROC,1429,-6,1556,-21,76,573
20161201,IND,CLT,1208,-1,1337,-7,66,427
20161201,BDL,CLT,1658,-2,1911,1,115,644
20161201,CLT,RDU,2015,4,2139,31,32,130
20161201,SJU,CLT,1537,-8,1824,-14,199,1475
20161201,CLE,PHL,0906,-9,1016,-23,55,363
20161201,PHL,CLE,0658,-7,0828,-6,66,363
20161201,CLT,DCA,1633,-8,1743,-26,46,331
20161201,MSY,CLT,1252,-7,1533,-12,83,651
20161201,CLT,DEN,2209,-6,2340,-17,192,1337
20161201,FLL,CLT,1915,-4,2107,-12,93,632
20161201,CLT,PBI,0915,-5,1100,-13,90,590
20161201,CLT,DCA,1302,-3,1427,-1,48,331
20161201,PIT,CLT,1018,-7,1150,-12,70,366
20161201,ORD,PHX,1002,2,1250,-4,210,1440
20161201,BDL,PHL,,,,,,196
20161201,PHL,BDL,1610,-5,1709,-13,38,196
20161201,CLT,MSY,0916,-6,1017,-9,100,651
20161201,RIC,CLT,0654,-6,0813,-12,63,257
20161201,CLT,LGA,2033,-8,2228,4,73,544
20161201,ORD,CLT,1638,-6,1919,-25,80,599
20161201,BWI,CLT,1901,-6,2034,-4,65,361
20161201,CLT,PHL,0725,-5,0852,-16,70,449
20161201,CLT,DTW,1257,-3,1444,-4,82,500
20161201,SAT,CLT,0824,-1,1157,-11,127,1095
20161201,DCA,TPA,1936,-9,2204,-4,125,814
20161201,CLT,BWI,0941,-4,1124,9,52,361
20161201,JAX,CLT,0704,-6,0821,-18,53,328
20161201,BDL,CLT,0813,-2,1102,15,114,644
20161201,CLT,FLL,1149,-1,1402,5,96,632
20161201,CLT,BWI,1636,-3,1807,-1,52,361
20161201,STL,CLT,1252,-2,1534,-6,84,575
20161201,AUS,CLT,0648,-12,1015,-21,121,1032
20161201,CLT,MCI,1135,-5,1314,-5,122,808
20161201,PHX,ORD,0753,-7,1221,-2,171,1440
20161201,CLT,BWI,1318,-6,1441,-10,50,361
20161201,FLL,CLT,1153,98,1337,83,85,632
20161201,PHL,RDU,1330,-5,1456,-1,64,337
20161201,RDU,PHL,1530,-9,1656,-19,56,337
20161201,BWI,CLT,1344,-4,1518,0,71,361
20161201,CLT,JFK,1640,26,1839,32,84,541
20161201,CLT,IAH,0740,-5,0926,-9,144,912
20161201,ORF,CLT,0507,-8,0620,-17,58,290
20161201,CLT,ILM,1949,-5,2045,-4,32,185
20161201,DCA,CLT,1715,-7,1858,3,66,331
20161201,ORD,PHL,1404,14,1701,12,83,678
20161201,PHL,MIA,1759,14,2056,9,146,1013
20161201,DFW,FLL,1339,-1,1706,-12,128,1119
20161201,PDX,DFW,0726,1,1302,-12,184,1616
20161201,DFW,ABQ,1853,-2,1957,7,91,569
20161201,IAD,DFW,0706,-8,0943,-2,182,1172
20161201,DFW,SLC,1248,-2,1439,-2,144,989
20161201,JFK,BOS,1657,-3,1830,16,36,187
20161201,BOS,PBI,1038,-2,1400,5,188,1197
20161201,JFK,TPA,1607,42,1920,43,155,1005
20161201,EWR,MCO,1450,5,1759,27,157,937
20161201,MCO,EWR,1119,4,1401,8,119,937
20161201,JFK,RSW,0925,-2,1248,6,173,1074
20161201,RSW,JFK,1612,167,1850,162,139,1074
20161201,HOU,BOS,1817,2,2234,-15,178,1609
20161201,SRQ,BOS,1455,5,1724,-27,135,1220
20161201,LAS,JFK,2144,-13,0517,-24,252,2248
20161201,BOS,MCO,1414,7,1743,24,183,1121
20161201,MCO,BOS,1625,44,1855,21,132,1121
20161201,SJU,FLL,1009,-11,1152,-13,141,1046
20161201,BDL,FLL,0819,-11,1136,-6,180,1173
20161201,BOS,RSW,1057,7,1444,16,195,1249
20161201,RSW,BOS,0555,-5,0825,-34,136,1249
20161201,RIC,MCO,1846,-11,2056,-3,107,667
20161201,MCO,RIC,0854,-6,1030,-19,81,667
20161201,LGA,FLL,0936,6,1249,10,174,1076
20161201,PHL,FLL,1705,16,1951,11,145,992
20161201,DFW,GRI,2021,-9,2218,-4,82,561
20161201,GRI,DFW,0701,-11,0927,13,98,561
20161201,GGG,DFW,0654,0,0805,10,35,140
20161201,DFW,MOB,1132,-7,1256,-17,68,539
20161201,MOB,DFW,1334,-6,1521,-13,92,539
20161201,TYS,DFW,0636,0,0757,-19,123,771
20161201,DFW,BTR,2300,50,0012,38,51,383
20161201,SJT,DFW,0504,3,0616,9,36,229
20161201,BTR,DFW,1245,-7,1418,-7,69,383
20161201,DFW,BTR,1045,-15,1158,-24,54,383
20161201,DFW,BTR,1846,-9,2012,-4,53,383
20161201,DFW,LAW,0854,-6,0959,2,40,140
20161201,LAW,DFW,1025,0,1111,-6,29,140
20161201,DFW,MOB,2017,-8,2155,-9,70,539
20161201,DFW,TYS,1839,4,2135,-1,91,771
20161201,DFW,GPT,2012,-8,2154,-1,67,500
20161201,DFW,GCK,1447,-3,1615,-7,68,404
20161201,GCK,DFW,1649,-5,1806,-14,60,404
20161201,AEX,DFW,1801,-4,1928,3,55,285
20161201,DFW,AEX,1628,-2,1729,-6,42,285
20161201,DFW,SAF,0857,-3,0947,-8,85,551
20161201,SAF,DFW,1036,-13,1309,-19,70,551
20161201,DFW,LRD,0852,-8,1016,-12,58,396
20161201,LRD,DFW,1046,-7,1210,-9,61,396
20161201,DFW,HOU,1852,31,2108,95,45,247
20161201,AEX,DFW,1010,-8,1126,-12,54,285
20161201,DFW,AEX,0839,-6,0942,-11,42,285
20161201,ABI,DFW,1233,0,1336,6,31,158
20161201,DFW,ABI,1056,-9,1205,1,37,158
20161201,DFW,MLU,0833,-12,0931,-24,39,293
20161201,MLU,DFW,1003,-17,1123,-23,58,293
20161201,DFW,MLU,2043,-2,2149,-9,40,293
20161201,MLU,DFW,0640,-6,0817,7,53,293
20161201,DFW,SAF,1533,33,1618,26,64,551
20161201,SAF,DFW,1643,13,1956,45,69,551
20161201,DFW,OKC,1837,-3,1934,-7,40,175
20161201,OKC,DFW,2002,-4,2112,0,35,175
20161201,LRD,DFW,0748,-12,0908,-21,58,396
20161201,DFW,LRD,2216,-4,2332,-14,63,396
20161201,DFW,GGG,1231,-9,1318,-13,25,140
20161201,GGG,DFW,1346,-10,1442,-14,35,140
20161201,DFW,BTR,2019,-1,2141,-1,52,383
20161201,BTR,DFW,0635,-7,0757,-22,66,383
20161201,SAF,DFW,0637,-8,0924,-2,75,551
20161201,BTR,DFW,0739,-18,0911,-19,65,383
20161201,BTR,DFW,1053,6,1214,-4,63,383
20161201,DFW,BTR,0858,0,1031,9,59,383
20161201,DFW,GRI,1447,-3,1623,-16,77,561
20161201,GRI,DFW,1704,-16,1834,-40,78,561
20161201,DRO,DFW,1614,-10,1900,-26,86,674
20161201,DFW,FSM,1315,4,1412,2,39,227
20161201,FSM,DFW,1440,5,1541,-2,41,227
20161201,DFW,GGG,2216,-4,2303,-8,24,140
20161201,DFW,LIT,0705,-10,0808,-23,46,304
20161201,LIT,DFW,0908,-3,1018,-22,53,304
20161201,DFW,SJT,2202,-8,2346,27,45,229
20161201,DFW,MOB,1642,-8,1812,-15,69,539
20161201,MOB,DFW,1846,-13,2043,-10,98,539
20161201,GPT,DFW,0557,-3,0742,-13,88,500
20161201,DFW,GCK,2206,-4,2330,-16,65,404
20161201,GCK,DFW,0747,-3,0925,-5,64,404
20161201,DFW,TYS,0722,-8,1030,-4,99,771
20161201,TYS,DFW,1110,-8,1259,5,135,771
20161201,DFW,SHV,1303,-7,1351,-13,29,190
20161201,SHV,DFW,1429,-9,1537,-8,48,190
20161201,DFW,GPT,1058,-7,1235,-5,68,500
20161201,GPT,DFW,1305,-9,1459,-6,87,500
20161201,DFW,TXK,1643,-7,1736,-12,31,181
20161201,TXK,DFW,1811,-2,1914,-5,39,181
20161201,ACT,DFW,0554,25,0642,26,24,89
20161201,LAW,DFW,0540,33,0625,15,27,140
20161201,TYS,DFW,0812,-2,0950,-5,126,771
20161201,DFW,LAW,1224,-1,1322,5,39,140
20161201,LAW,DFW,1344,-5,1424,-21,26,140
20161201,DFW,BPT,2120,68,2228,64,48,270
20161201,DFW,SHV,1454,-6,1551,-6,31,190
20161201,SHV,DFW,1615,-7,1719,-8,42,190
20161201,DFW,JAN,0720,-5,0841,-9,57,408
20161201,JAN,DFW,0940,-10,1122,-10,75,408
20161201,DFW,MLU,1626,-4,1733,-4,41,293
20161201,MLU,DFW,1800,-9,1928,-7,62,293
20161201,BPT,DFW,1449,27,1557,18,52,270
20161201,DFW,BPT,1319,49,1423,39,50,270
20161201,SHV,DFW,0752,-15,0925,5,47,190
20161201,DFW,SHV,1847,-3,1938,-10,30,190
20161201,DFW,SJT,0846,-9,1012,8,42,229
20161201,SJT,DFW,1034,4,1139,5,40,229
20161201,DFW,LRD,1217,-8,1327,-24,60,396
20161201,LRD,DFW,1403,-13,1528,-12,64,396
20161201,BTR,DFW,1517,-6,1710,12,77,383
20161201,DFW,BTR,1323,-12,1455,2,61,383
20161201,SHV,DFW,0509,-2,0616,-3,39,190
20161201,LCH,DFW,0622,-7,0748,-2,59,295
20161201,DFW,SHV,1050,-15,1150,-14,30,190
20161201,SHV,DFW,1215,-14,1315,-21,44,190
20161201,DFW,LAW,2041,1,2140,2,28,140
20161201,DFW,SPS,2035,-5,2128,-13,24,113
20161201,BPT,DFW,0629,-16,0802,2,53,270
20161201,DFW,ACT,2206,-2,2237,-15,19,89
20161201,DFW,LRD,1531,-9,1648,-15,60,396
20161201,LRD,DFW,1753,-9,1925,-5,63,396
20161201,BTR,DFW,1731,-9,1903,-9,71,383
20161201,DFW,BTR,1529,-6,1651,-1,59,383
20161201,ACT,DFW,1010,-5,1051,-12,25,89
20161201,DFW,ACT,0900,-5,0942,-8,20,89
20161201,DFW,SHV,2006,-4,2059,-8,29,190
20161201,DFW,GRK,1650,-10,1736,-15,27,134
20161201,EWR,DCA,1238,121,1356,117,47,199
20161201,ORD,ROA,1403,0,1702,-3,73,531
20161201,ERI,ORD,0558,-2,0634,-5,74,398
20161201,EVV,ORD,1559,24,1714,14,55,272
20161201,ROC,EWR,0935,-10,1037,-29,44,246
20161201,DCA,CLE,0955,-5,1106,-17,54,310
20161201,EWR,CHS,1712,42,1936,57,113,628
20161201,EWR,GSO,1314,-16,1454,-21,79,445
20161201,EWR,GSP,1747,77,1948,75,98,594
20161201,ORD,CAK,1336,-9,1618,3,54,343
20161201,EVV,ORD,1002,-8,1124,-11,61,272
20161201,CLE,LGA,0849,-1,1015,-19,64,419
20161201,MEM,EWR,1307,27,1627,4,121,946
20161201,EWR,ORF,1250,-10,1401,-16,54,284
20161201,EWR,PWM,1438,-9,1554,-10,47,284
20161201,RIC,EWR,1333,55,1458,58,51,277
20161201,FAR,ORD,1450,-5,1653,3,84,557
20161201,FNT,ORD,0556,-4,0553,-25,41,223
20161201,FNT,ORD,1628,-2,1633,-12,45,223
20161201,TUL,ORD,1044,-11,1237,-16,91,585
20161201,GRB,ORD,0534,-6,0654,4,47,173
20161201,GRB,ORD,1833,3,1932,-3,41,173
20161201,ORD,TYS,0832,-8,1102,-13,67,475
20161201,TYS,ORD,1145,5,1230,-4,80,475
20161201,DFW,JAN,1423,-4,1534,-13,55,408
20161201,JAN,DFW,1611,-5,1747,-8,77,408
20161201,DFW,ROW,1512,-8,1532,-19,68,435
20161201,ROW,DFW,1619,-16,1844,-24,57,435
20161201,DFW,SAF,2209,-6,2300,-11,89,551
20161201,DFW,DRO,1444,-6,1553,-6,112,674
20161201,ROW,DFW,0954,-10,1212,-24,62,435
20161201,DFW,LFT,1633,7,1744,0,50,351
20161201,LFT,DFW,1815,6,1950,10,64,351
20161201,DFW,LFT,1220,-5,1335,-10,52,351
20161201,LFT,DFW,1401,-11,1539,-1,70,351
20161201,MEI,DFW,0743,-8,0930,-9,91,485
20161201,PIB,MEI,0640,-10,0710,-16,19,69
20161201,DFW,PIB,1022,-8,1145,-16,62,462
20161201,PIB,DFW,1215,-11,1349,-32,79,462
20161201,DFW,MEI,1430,-5,1549,-12,61,485
20161201,MEI,DFW,1620,-6,1804,-9,85,485
20161201,DFW,MEI,2008,-12,2131,-19,61,485
20161201,MEI,PIB,2153,-32,2221,-36,16,69
20161201,IAH,ICT,2058,72,2235,59,75,542
20161201,ABE,ORD,0609,7,0718,-1,114,655
20161201,IAH,BHM,1013,-7,1144,-25,73,562
20161201,CLL,IAH,1556,-4,1629,-16,19,74
20161201,BNA,EWR,1133,23,1452,22,103,748
20161201,GSO,ORD,0657,-3,0819,9,99,589
20161201,ATW,ORD,0528,-7,0633,-17,46,160
20161201,BDL,EWR,0546,1,0642,-2,32,116
20161201,EWR,CMH,0843,17,1107,50,93,463
20161201,ORD,SAV,0814,8,1124,5,106,773
20161201,ORD,PWM,0721,-9,1037,-8,109,900
20161201,CLE,LGA,1323,-7,1502,-9,70,419
20161201,ORD,ABE,1739,-6,2034,-1,82,655
20161201,EWR,SDF,0833,3,1113,11,120,642
20161201,EWR,SDF,1636,37,1916,49,123,642
20161201,GSP,ORD,1000,-5,1057,-6,101,577
20161201,IAH,MAF,0837,-8,1009,-16,76,429
20161201,CHS,IAH,1836,-9,2030,-10,158,925
20161201,CID,ORD,1109,-11,1228,-6,43,196
20161201,CLE,LGA,1049,-6,1213,-22,67,419
20161201,MKE,CLE,0558,-2,0827,12,51,328
20161201,IAH,LEX,1056,-4,1357,-14,105,828
20161201,CRP,IAH,1055,-10,1145,-27,36,201
20161201,IAH,CRW,1302,-3,1613,-19,114,975
20161201,IAH,LCH,1425,-5,1507,-13,23,127
20161201,LCH,IAH,1539,-11,1639,-6,37,127
20161201,ORD,HPN,1345,0,1708,12,100,738
20161201,IAH,BTR,0716,-9,0815,-18,41,253
20161201,CLE,LGA,2049,34,2210,16,62,419
20161201,ORD,ICT,0906,-4,1124,3,89,588
20161201,ORD,GSP,0637,-6,0918,-17,79,577
20161201,ICT,ORD,1055,-10,1256,-9,94,588
20161201,IAH,ICT,1244,-4,1456,19,83,542
20161201,LIT,IAH,0905,-10,1057,7,76,374
20161201,ORD,SYR,1731,-4,2011,-14,75,607
20161201,EWR,OMA,1622,-8,1832,-26,171,1134
20161201,BHM,IAH,1818,-2,2022,0,96,562
20161201,IAH,SHV,1032,-3,1121,-16,30,192
20161201,SAV,ORD,1630,-4,1751,-8,116,773
20161201,CLE,DCA,0733,-8,0856,-4,58,310
20161201,GSP,EWR,0557,-3,0808,14,80,594
20161201,BTR,IAH,1215,-5,1331,-5,59,253
20161201,IAH,CLL,1440,-5,1529,0,21,74
20161201,EWR,CMH,1055,-10,1307,13,102,463
20161201,IAH,PNS,1930,-5,2056,-9,66,489
20161201,EWR,ROC,1334,65,1440,54,45,246
20161201,ORD,HPN,1754,-6,2054,-17,98,738
20161201,PNS,IAH,1450,-10,1640,-9,93,489
20161201,IAH,MKE,1603,-2,1834,-10,126,984
20161201,IAH,CMH,1903,-7,2234,-14,127,986
20161201,ORD,FSD,0859,-1,1048,-2,80,462
20161201,CMH,EWR,1723,55,1930,72,83,463
20161201,ORD,TYS,2049,-6,2323,-10,67,475
20161201,TYS,ORD,0906,-4,0948,-12,79,475
20161201,BNA,EWR,0600,-5,0858,-22,95,748
20161201,GRR,EWR,1527,10,1737,27,97,605
20161201,EWR,BUF,1909,164,2039,174,54,282
20161201,GRR,IAH,1816,-9,2008,-20,154,1042
20161201,EWR,ROC,1700,0,1812,-5,51,246
20161201,MKE,ORD,1857,-17,1950,-20,25,67
20161201,ORD,CHS,1740,-5,2050,-5,101,760
20161201,MHT,ORD,1638,23,1833,23,136,843
20161201,IAH,BNA,1301,-4,1453,-11,82,657
20161201,LRD,IAH,1051,-9,1154,-21,47,301
20161201,BHM,IAH,0554,-6,0746,-18,91,562
20161201,MKE,ORD,1007,-13,1103,-13,28,67
20161201,ORD,CLE,1928,-1,2151,2,49,316
20161201,ORD,GRB,1543,-7,1654,-2,40,173
20161201,LAN,ORD,1245,-10,1249,-16,40,179
20161201,ORD,ROC,0709,-6,0944,-16,75,528
20161201,EWR,DAY,0815,-11,1031,-2,96,533
20161201,IAH,BTR,1347,-3,1433,-22,35,253
20161201,IAH,MEM,1027,-3,1152,-18,63,468
20161201,IAH,GRK,2112,-8,2201,-19,33,166
20161201,LIT,IAH,1827,2,1959,-3,69,374
20161201,BNA,EWR,1834,174,2148,168,114,748
20161201,ORD,SCE,1905,-5,2145,-7,69,528
20161201,ORD,SGF,1216,-9,1355,-21,75,438
20161201,IAH,JAN,1301,-4,1414,-11,53,351
20161201,STL,IAH,0933,-15,1131,-33,105,667
20161201,MAF,IAH,1046,-9,1202,-24,58,429
20161201,ORF,EWR,0545,-5,0656,-21,52,284
20161201,ORD,LNK,1219,-6,1411,1,80,466
20161201,IAH,PNS,1301,11,1421,-4,65,489
20161201,IAH,HRL,0855,-10,1011,-12,53,295
20161201,HOU,DFW,2131,93,2230,80,34,247
20161201,MOB,DFW,0549,-11,0752,-4,98,539
20161201,DFW,PNS,1047,-8,1233,-12,83,604
20161201,PNS,DFW,1300,-10,1459,-19,97,604
20161201,DFW,SPS,0851,-9,0954,-5,33,113
20161201,SPS,DFW,1012,-13,1059,-20,23,113
20161201,DFW,LCH,1224,-7,1336,-15,48,295
20161201,LCH,DFW,1404,-12,1526,-10,59,295
20161201,BTR,DFW,0932,2,1103,-1,67,383
20161201,GRK,DFW,1820,0,1923,5,33,134
20161201,ACT,DFW,1838,-5,1938,6,28,89
20161201,DFW,ACT,1739,5,1818,2,18,89
20161201,DFW,SAF,1108,-7,1201,-3,86,551
20161201,SAF,DFW,1228,-8,1458,-22,68,551
20161201,DFW,TYS,2002,-8,2247,-27,88,771
20161201,DFW,AEX,2030,-10,2134,-17,42,285
20161201,DFW,LAW,1650,15,1744,17,31,140
20161201,LAW,DFW,1804,-11,1905,-4,27,140
20161201,DFW,LCH,2020,-5,2125,-20,49,295
20161201,ACT,DFW,1422,-8,1506,-14,27,89
20161201,DFW,ACT,1250,-5,1333,-2,20,89
20161201,ORD,TUL,1311,-4,1458,-16,94,585
20161201,TUL,ORD,1535,-5,1727,-9,85,585
20161201,TXK,DFW,0702,-4,0805,-5,40,181
20161201,ORD,TYS,1823,-1,2054,-4,67,475
20161201,TYS,ORD,0623,-7,0713,-14,76,475
20161201,DFW,TYS,1245,-8,1558,8,99,771
20161201,TYS,DFW,1640,25,1804,14,118,771
20161201,DFW,SHV,0854,-6,0947,-12,31,190
20161201,SHV,DFW,1019,-6,1130,-3,44,190
20161201,DFW,TYS,1547,-6,1836,-14,91,771
20161201,TYS,DFW,1911,-9,2038,-17,125,771
20161201,AEX,DFW,0614,-6,0755,13,59,285
20161201,DFW,SPS,1440,0,1530,-6,20,113
20161201,SPS,DFW,1556,-10,1635,-25,11,113
20161201,SPS,DFW,0513,-2,0554,-19,23,113
20161201,DFW,TXK,2020,0,2100,-20,33,181
20161201,DFW,SJT,1044,-11,1151,-16,45,229
20161201,SJT,DFW,1223,-9,1322,-12,43,229
20161201,CVG,DFW,1103,0,1239,-6,135,812
20161201,DFW,CVG,0711,-4,1025,-3,102,812
20161201,DFW,MTJ,1053,-7,1205,-21,111,722
20161201,MTJ,DFW,1242,-10,1530,-49,90,722
20161201,DFW,JAN,1646,-9,1809,-7,60,408
20161201,JAN,DFW,1849,-21,2028,-20,71,408
20161201,DFW,ROW,0852,-8,0934,-5,70,435
20161201,IAH,VPS,1248,-2,1427,-1,73,528
20161201,IAH,VPS,1950,-5,2113,-17,68,528
20161201,EWR,GRR,1825,23,2045,29,105,605
20161201,ORD,CHS,1353,-12,1717,-1,101,760
20161201,EWR,MEM,1733,-3,1931,-11,154,946
20161201,IAH,BHM,1558,23,1736,16,77,562
20161201,GSO,EWR,0816,-14,0941,-28,62,445
20161201,EWR,BUF,1800,-5,1917,-15,55,282
20161201,IAH,MAF,1442,-3,1614,-11,71,429
20161201,LIT,IAH,1112,-18,1232,-33,67,374
20161201,EWR,ROC,0744,-6,0905,-6,58,246
20161201,CWA,ORD,1015,-10,1129,-6,55,213
20161201,LNK,ORD,1446,1,1624,-5,78,466
20161201,ICT,IAH,0815,135,0951,112,80,542
20161201,LFT,IAH,1414,-10,1516,-20,46,201
20161201,SHV,IAH,1217,-8,1322,-13,42,192
20161201,GRK,IAH,1543,-12,1635,-25,30,166
20161201,EWR,CHS,0757,-3,1045,26,121,628
20161201,IAH,OMA,0900,-5,1114,-9,102,781
20161201,ROC,ORD,1027,-8,1117,-18,94,528
20161201,TYS,ORD,0714,-11,0801,-14,81,475
20161201,VPS,IAH,1453,-7,1701,4,108,528
20161201,SGF,ORD,0624,5,0814,15,76,438
20161201,BTV,EWR,0550,-5,0710,-9,53,266
20161201,EWR,MKE,1531,-4,1728,28,136,725
20161201,IAH,SDF,1013,-6,1321,-19,104,788
20161201,IAH,MOB,1913,-2,2027,-13,56,427
20161201,BHM,ORD,1809,9,2011,1,94,584
20161201,ORD,ERI,2058,3,2319,-3,61,398
20161201,JAX,EWR,,,,,,820
20161201,GSO,EWR,1934,19,2122,22,72,445
20161201,IAH,LRD,2110,-10,2219,-17,55,301
20161201,TYS,IAH,1650,-10,1828,-6,131,771
20161201,ORD,ROA,0715,-7,0955,-10,74,531
20161201,IAH,LIT,1303,-9,1425,-15,57,374
20161201,IAH,BHM,1352,-3,1528,-12,75,562
20161201,ORD,PWM,1336,-9,1704,-4,115,900
20161201,ROA,ORD,1029,-6,1115,-20,89,531
20161201,AVP,ORD,1713,3,1830,1,112,632
20161201,CAE,ORD,1624,-10,1721,-30,103,666
20161201,ORD,MOB,1908,-7,2112,-26,105,778
20161201,DCA,CLE,2056,56,2213,52,56,310
20161201,ORD,CID,0918,13,1023,11,39,196
20161201,EWR,RIC,1221,26,1344,19,58,277
20161201,ORD,GRB,2050,-5,2150,-3,35,173
20161201,FSD,ORD,0748,-7,0926,-14,77,462
20161201,ORD,AZO,1216,1,1418,1,26,122
20161201,ORD,PVD,1342,-3,1653,-12,104,849
20161201,IAH,MKE,1256,-4,1551,5,142,984
20161201,JAN,IAH,0905,-5,1028,-6,63,351
20161201,DAY,EWR,0545,-10,0740,-5,80,533
20161201,LAN,ORD,1826,1,1829,0,38,179
20161201,MAF,IAH,0917,-3,1036,-14,62,429
20161201,CLE,BOS,1626,-9,1807,-12,85,563
20161201,MKE,IAH,1624,-1,1915,-13,149,984
20161201,MOB,IAH,1754,-11,1934,-13,83,427
20161201,IAH,LBB,1428,-2,1602,-6,82,458
20161201,MOB,IAH,0855,-10,1034,-13,83,427
20161201,ORD,STL,1545,-5,1648,-26,45,258
20161201,JAN,ORD,1231,-9,1442,-11,109,677
20161201,LNK,ORD,1126,16,1258,6,71,466
20161201,ORD,XNA,1553,-7,1748,-12,82,522
20161201,EWR,MKE,0909,10,1052,21,120,725
20161201,ROA,ORD,1729,-6,1828,-7,93,531
20161201,ORD,MHT,1340,-5,1653,-12,98,843
20161201,EWR,DSM,1943,-2,2139,-11,155,1017
20161201,CLE,IAH,1647,7,1859,-1,166,1091
20161201,HOB,IAH,1525,195,1747,180,66,501
20161201,CAE,IAH,1722,-8,1914,-5,153,878
20161201,EWR,DCA,0619,4,0727,-8,45,199
20161201,CLE,DCA,1003,83,1108,69,50,310
20161201,EWR,DAY,2221,142,0020,136,89,533
20161201,IAH,ECP,1732,-3,1903,-14,74,572
20161201,SGF,ORD,1453,-2,1626,-11,70,438
20161201,ORD,LNK,1950,-10,2128,-17,74,466
20161201,IAH,AEX,0004,164,0100,161,31,190
20161201,IND,IAH,2014,79,2147,68,131,844
20161201,IAH,LBB,0857,12,1031,8,72,458
20161201,ATW,ORD,1035,5,1134,-1,38,160
20161201,IAH,LIT,1620,-5,1736,-10,56,374
20161201,IAH,LIT,1906,-9,2018,-25,54,374
20161201,IAH,LRD,1457,-8,1625,4,54,301
20161201,IAH,TUL,0847,-3,1012,-13,69,429
20161201,CLE,IAH,1144,-5,1406,-4,173,1091
20161201,IAH,MOB,1600,-5,1722,-10,63,427
20161201,EWR,CMH,0615,-5,0825,11,91,463
20161201,EWR,SBN,1432,-8,1653,-1,107,637
20161201,ORD,MKE,1040,-5,1122,-8,22,67
20161201,EWR,STL,1544,-6,1723,-25,141,872
20161201,BTV,ORD,1731,41,1903,38,122,763
20161201,ORD,BTV,1914,-6,2227,-5,99,763
20161201,CRW,ORD,0625,-5,0656,-14,72,416
20161201,ORD,PIA,0854,-3,1003,8,31,130
20161201,EVV,ORD,0602,-13,0717,-39,59,272
20161201,IAH,STL,0703,-7,0855,-23,92,667
20161201,LAN,ORD,0558,-2,0607,-1,44,179
20161201,JAN,IAH,1447,-13,1618,-10,67,351
20161201,ORD,SDF,0755,-5,1007,-23,49,286
20161201,MHT,EWR,2040,175,2154,161,52,209
20161201,EWR,DCA,1505,-5,1618,-5,46,199
20161201,PWM,ORD,0617,-3,0831,7,153,900
20161201,STL,IAH,0555,-10,0806,-18,103,667
20161201,SDF,EWR,1149,-6,1347,-13,92,642
20161201,LEX,ORD,0602,-13,0631,-16,60,323
20161201,TUL,IAH,0958,-7,1125,-21,67,429
20161201,ICT,IAH,1152,-3,1329,-19,78,542
20161201,FWA,EWR,0554,-6,0724,-15,73,578
20161201,CLE,ORD,1225,10,1245,1,60,316
20161201,ORD,CLE,1346,-1,1619,15,48,316
20161201,XNA,IAH,2141,391,2318,380,76,438
20161201,IAH,LCH,0936,-9,1018,-17,26,127
20161201,EWR,OMA,0620,-10,0843,-23,176,1134
20161201,ORD,FAR,1217,-3,1418,-7,92,557
20161201,FAR,ORD,0751,21,0947,18,84,557
20161201,IAH,LIT,0703,-9,0831,-9,64,374
20161201,MEM,IAH,1455,-8,1647,-13,85,468
20161201,MLU,IAH,0630,-10,0804,5,49,262
20161201,CMH,EWR,2031,16,2303,64,92,463
20161201,IAH,LFT,0701,-9,0753,-22,34,201
20161201,XNA,ORD,1305,0,1457,-2,85,522
20161201,IAH,XNA,1244,-6,1407,-18,62,438
20161201,EWR,GRR,1255,28,1455,14,97,605
20161201,ORD,LEX,2043,-7,2250,-19,50,323
20161201,CMH,IAH,0607,2,0807,1,161,986
20161201,BHM,ORD,1231,-9,1430,-17,98,584
20161201,ICT,IAH,1819,-6,1957,-18,80,542
20161201,OMA,EWR,1252,59,1650,64,139,1134
20161201,IAH,MOB,1011,-9,1124,-21,59,427
20161201,BUF,EWR,2104,169,2243,178,50,282
20161201,IAH,CLL,2108,-12,2151,-12,22,74
20161201,ORD,AVP,1339,-6,1642,6,80,632
20161201,ROC,EWR,0547,-3,0655,-20,44,246
20161201,BHM,ORD,0919,-6,1118,-17,103,584
20161201,ORD,CAE,1343,-10,1644,-15,90,666
20161201,BHM,IAH,1600,-10,1804,-13,93,562
20161201,EWR,DCA,1308,-7,1417,-11,46,199
20161201,EWR,GSO,1705,5,1844,-1,78,445
20161201,IAH,BNA,0747,-8,0933,-21,82,657
